OrderID,CustomerID,OrderDate,FulfillmentDate,OrderAmount,Status
5486,37,2024-04-15 03:46:37.845488,2024-09-01 03:46:37.862757,945.68,Pending
5487,97,2023-11-18 03:46:37.845488,2024-09-06 03:46:37.862757,273.2,Cancelled
5488,72,2024-08-13 03:46:37.845488,2024-09-21 03:46:37.862757,228.12,Fulfilled
5489,100,2024-08-13 03:46:37.845488,2024-08-31 03:46:37.862757,826.55,Fulfilled
5490,27,2024-04-02 03:46:37.845488,2024-09-02 03:46:37.862757,141.52,Pending
5491,76,2023-10-05 03:46:37.845488,,186.9,Fulfilled
5492,55,2023-12-01 03:46:37.845488,2024-09-06 03:46:37.862757,705.97,Cancelled
5493,97,2024-07-08 03:46:37.845488,2024-09-02 03:46:37.862757,410.71,Fulfilled
5494,47,2024-01-14 03:46:37.845488,2024-09-10 03:46:37.862757,107.04,Fulfilled
5495,2,2024-09-19 03:46:37.845488,,510.59,Pending
5496,65,2023-09-25 03:46:37.845488,2024-09-21 03:46:37.862757,681.69,Fulfilled
5497,7,2024-09-12 03:46:37.845488,2024-09-14 03:46:37.862757,470.15,Cancelled
5498,31,2024-02-27 03:46:37.845488,2024-09-13 03:46:37.862757,531.61,Pending
5499,73,2024-08-01 03:46:37.845488,2024-09-05 03:46:37.862757,627.64,Cancelled
5500,86,2024-04-25 03:46:37.845488,2024-09-01 03:46:37.862757,342.84,Cancelled
5501,47,2024-02-02 03:46:37.845488,2024-08-24 03:46:37.862757,985.97,Fulfilled
5502,90,2024-03-30 03:46:37.845488,2024-09-12 03:46:37.862757,656.89,Fulfilled
5503,95,2024-05-19 03:46:37.845488,2024-08-25 03:46:37.862757,322.88,Cancelled
5504,91,2023-10-19 03:46:37.845488,2024-09-03 03:46:37.862757,534.55,Fulfilled
5505,29,2024-08-01 03:46:37.845488,2024-09-16 03:46:37.862757,406.5,Pending
5506,6,2024-02-22 03:46:37.845488,2024-09-02 03:46:37.862757,248.85,Fulfilled
5507,6,2024-03-13 03:46:37.845488,2024-08-31 03:46:37.862757,626.52,Cancelled
5508,82,2024-02-28 03:46:37.845488,2024-08-27 03:46:37.862757,215.46,Pending
5509,10,2024-03-26 03:46:37.845488,2024-09-18 03:46:37.862757,71.58,Cancelled
5510,26,2024-03-18 03:46:37.845488,2024-09-18 03:46:37.862757,388.72,Cancelled
5511,79,2024-07-12 03:46:37.845488,,433.47,Fulfilled
5512,100,2024-05-05 03:46:37.845488,2024-09-20 03:46:37.862757,491.09,Cancelled
5513,9,2024-07-06 03:46:37.845488,2024-09-21 03:46:37.862757,996.69,Pending
5514,75,2024-04-04 03:46:37.845488,2024-09-21 03:46:37.862757,48.16,Fulfilled
5515,57,2024-07-18 03:46:37.845488,2024-09-13 03:46:37.862757,333.26,Cancelled
5516,93,2024-05-31 03:46:37.845488,2024-09-20 03:46:37.862757,964.22,Pending
5517,72,2023-10-22 03:46:37.845488,2024-09-07 03:46:37.862757,703.3,Fulfilled
5518,28,2023-12-20 03:46:37.845488,2024-09-02 03:46:37.862757,824.2,Pending
5519,69,2024-08-23 03:46:37.845488,2024-09-15 03:46:37.862757,451.38,Cancelled
5520,7,2024-07-02 03:46:37.845488,2024-09-17 03:46:37.862757,62.89,Cancelled
5521,25,2023-10-15 03:46:37.845488,,440.4,Cancelled
5522,6,2023-12-24 03:46:37.845488,2024-09-04 03:46:37.862757,720.28,Pending
5523,85,2024-07-16 03:46:37.845488,,164.09,Fulfilled
5524,10,2024-02-14 03:46:37.845488,2024-09-08 03:46:37.862757,540.8,Cancelled
5525,3,2024-03-19 03:46:37.845488,2024-09-07 03:46:37.862757,960.31,Fulfilled
5526,86,2024-01-29 03:46:37.845488,,784.33,Pending
5527,50,2024-04-13 03:46:37.845488,2024-09-21 03:46:37.862757,279.17,Fulfilled
5528,44,2024-02-24 03:46:37.845488,2024-08-24 03:46:37.862757,723.6,Cancelled
5529,93,2024-07-03 03:46:37.845488,2024-09-14 03:46:37.862757,237.69,Fulfilled
5530,9,2023-12-05 03:46:37.845488,2024-09-07 03:46:37.862757,455.0,Cancelled
5531,61,2024-02-21 03:46:37.845488,2024-09-19 03:46:37.862757,559.47,Pending
5532,94,2024-08-24 03:46:37.845488,2024-08-28 03:46:37.862757,390.59,Pending
5533,65,2024-06-15 03:46:37.845488,2024-09-12 03:46:37.862757,469.84,Fulfilled
5534,63,2023-10-19 03:46:37.845488,2024-09-12 03:46:37.862757,635.39,Cancelled
5535,22,2023-11-30 03:46:37.845488,2024-08-25 03:46:37.862757,511.25,Cancelled
5536,74,2024-01-31 03:46:37.845488,2024-09-18 03:46:37.862757,390.88,Cancelled
5537,93,2023-10-23 03:46:37.845488,2024-09-10 03:46:37.862757,429.14,Pending
5538,97,2024-08-17 03:46:37.845488,2024-08-23 03:46:37.862757,794.82,Cancelled
5539,51,2024-02-03 03:46:37.845488,2024-09-17 03:46:37.862757,867.69,Fulfilled
5540,66,2023-10-10 03:46:37.845488,2024-09-21 03:46:37.862757,844.92,Cancelled
5541,53,2023-12-13 03:46:37.845488,2024-09-15 03:46:37.862757,964.93,Pending
5542,95,2023-11-05 03:46:37.845488,2024-08-27 03:46:37.862757,87.22,Fulfilled
5543,77,2024-03-20 03:46:37.845488,2024-08-29 03:46:37.862757,444.48,Pending
5544,86,2023-12-22 03:46:37.845488,2024-08-28 03:46:37.862757,645.48,Cancelled
5545,29,2024-04-19 03:46:37.845488,,575.7,Cancelled
5546,25,2024-06-24 03:46:37.845488,2024-09-06 03:46:37.862757,841.21,Fulfilled
5547,94,2024-03-02 03:46:37.845488,2024-09-06 03:46:37.862757,230.61,Pending
5548,30,2023-10-29 03:46:37.845488,2024-08-23 03:46:37.862757,915.6,Cancelled
5549,99,2024-06-25 03:46:37.845488,2024-08-25 03:46:37.862757,479.89,Pending
5550,62,2024-04-27 03:46:37.845488,2024-09-12 03:46:37.862757,697.19,Cancelled
5551,43,2023-11-30 03:46:37.845488,2024-08-26 03:46:37.862757,323.22,Cancelled
5552,13,2023-10-15 03:46:37.845488,2024-09-02 03:46:37.862757,652.36,Pending
5553,14,2023-11-23 03:46:37.845488,2024-09-20 03:46:37.862757,351.52,Cancelled
5554,94,2024-08-31 03:46:37.845488,2024-09-18 03:46:37.862757,15.71,Fulfilled
5555,45,2024-05-23 03:46:37.845488,2024-09-17 03:46:37.862757,62.97,Cancelled
5556,42,2024-08-19 03:46:37.845488,,109.66,Cancelled
5557,19,2024-04-26 03:46:37.845488,2024-09-07 03:46:37.862757,11.87,Pending
5558,62,2024-01-13 03:46:37.845488,2024-08-29 03:46:37.862757,883.07,Pending
5559,4,2024-03-17 03:46:37.845488,,856.62,Cancelled
5560,26,2023-11-17 03:46:37.845488,2024-08-28 03:46:37.862757,838.78,Pending
5561,38,2024-02-26 03:46:37.845488,2024-09-15 03:46:37.862757,527.79,Fulfilled
5562,42,2024-02-24 03:46:37.845488,2024-08-29 03:46:37.862757,261.19,Cancelled
5563,23,2023-12-21 03:46:37.845488,2024-09-06 03:46:37.862757,230.08,Cancelled
5564,71,2024-03-18 03:46:37.845488,2024-09-16 03:46:37.862757,945.16,Cancelled
5565,13,2023-12-03 03:46:37.845488,2024-08-27 03:46:37.862757,884.96,Cancelled
5566,40,2024-05-09 03:46:37.845488,,492.19,Pending
5567,61,2023-10-12 03:46:37.845488,,563.34,Pending
5568,59,2024-02-03 03:46:37.845488,2024-09-01 03:46:37.862757,501.73,Fulfilled
5569,33,2024-07-23 03:46:37.845488,2024-09-18 03:46:37.862757,31.7,Cancelled
5570,3,2024-04-08 03:46:37.845488,2024-09-03 03:46:37.862757,771.92,Cancelled
5571,8,2024-06-22 03:46:37.845488,2024-09-20 03:46:37.862757,176.35,Cancelled
5572,66,2024-09-15 03:46:37.845488,,49.2,Cancelled
5573,5,2024-04-05 03:46:37.845488,2024-09-16 03:46:37.862757,490.14,Fulfilled
5574,20,2024-03-21 03:46:37.845488,,811.94,Fulfilled
5575,15,2023-12-22 03:46:37.845488,2024-09-02 03:46:37.862757,749.25,Fulfilled
5576,49,2023-10-10 03:46:37.845488,2024-08-30 03:46:37.862757,341.22,Cancelled
5577,31,2024-08-04 03:46:37.845488,,566.72,Pending
5578,93,2023-09-24 03:46:37.845488,2024-09-09 03:46:37.862757,887.44,Pending
5579,1,2023-09-23 03:46:37.845488,,784.38,Fulfilled
5580,25,2024-03-29 03:46:37.845488,2024-09-08 03:46:37.862757,907.57,Cancelled
5581,90,2024-01-15 03:46:37.845488,,451.82,Pending
5582,84,2024-02-24 03:46:37.845488,2024-09-16 03:46:37.862757,63.67,Pending
5583,80,2024-05-29 03:46:37.845488,2024-09-05 03:46:37.862757,403.75,Fulfilled
5584,65,2024-08-06 03:46:37.845488,2024-08-31 03:46:37.862757,591.02,Cancelled
5585,23,2024-04-20 03:46:37.845488,2024-08-27 03:46:37.862757,36.3,Fulfilled
5586,54,2023-12-15 03:46:37.845488,2024-08-26 03:46:37.862757,637.08,Cancelled
5587,75,2024-06-04 03:46:37.845488,2024-08-26 03:46:37.862757,407.21,Fulfilled
5588,33,2024-08-30 03:46:37.845488,,115.54,Fulfilled
5589,54,2024-06-19 03:46:37.845488,2024-09-14 03:46:37.862757,604.54,Fulfilled
5590,24,2024-04-12 03:46:37.845488,2024-09-11 03:46:37.862757,321.64,Pending
5591,35,2024-06-23 03:46:37.845488,2024-08-27 03:46:37.862757,866.3,Pending
5592,53,2023-11-22 03:46:37.845488,,390.26,Cancelled
5593,49,2024-07-30 03:46:37.845488,,447.94,Fulfilled
5594,100,2024-08-29 03:46:37.845488,2024-08-23 03:46:37.862757,478.22,Pending
5595,56,2023-09-29 03:46:37.845488,2024-09-02 03:46:37.862757,827.77,Fulfilled
5596,88,2024-06-27 03:46:37.845488,2024-08-30 03:46:37.862757,537.13,Fulfilled
5597,27,2024-06-16 03:46:37.845488,2024-09-18 03:46:37.862757,502.35,Fulfilled
5598,69,2024-07-24 03:46:37.845488,2024-08-28 03:46:37.862757,52.35,Pending
5599,44,2024-07-24 03:46:37.845488,2024-09-18 03:46:37.862757,513.86,Pending
5600,67,2023-11-11 03:46:37.845488,2024-09-09 03:46:37.862757,212.14,Pending
5601,14,2023-11-30 03:46:37.845488,2024-09-05 03:46:37.862757,10.72,Cancelled
5602,14,2024-02-24 03:46:37.845488,2024-09-08 03:46:37.862757,121.29,Cancelled
5603,67,2024-08-03 03:46:37.845488,2024-09-04 03:46:37.862757,18.14,Cancelled
5604,73,2024-05-15 03:46:37.845488,2024-08-27 03:46:37.862757,113.15,Pending
5605,49,2024-04-09 03:46:37.845488,2024-08-26 03:46:37.862757,676.93,Fulfilled
5606,55,2024-03-02 03:46:37.845488,,726.12,Cancelled
5607,31,2023-12-16 03:46:37.845488,,27.87,Pending
5608,62,2023-12-14 03:46:37.845488,2024-08-31 03:46:37.862757,320.11,Fulfilled
5609,99,2024-02-21 03:46:37.845488,2024-08-25 03:46:37.862757,596.26,Pending
5610,98,2023-10-28 03:46:37.845488,,340.85,Cancelled
5611,7,2024-08-26 03:46:37.845488,2024-09-16 03:46:37.862757,332.09,Cancelled
5612,24,2023-12-30 03:46:37.845488,,225.81,Fulfilled
5613,99,2024-03-26 03:46:37.845488,2024-09-14 03:46:37.862757,730.08,Cancelled
5614,32,2024-09-01 03:46:37.845488,2024-09-02 03:46:37.862757,11.15,Pending
5615,44,2024-04-28 03:46:37.845488,2024-09-17 03:46:37.862757,940.68,Fulfilled
5616,71,2024-05-20 03:46:37.845488,2024-09-06 03:46:37.862757,329.57,Pending
5617,52,2023-12-29 03:46:37.845488,,222.03,Fulfilled
5618,11,2024-03-14 03:46:37.845488,2024-09-12 03:46:37.862757,458.31,Fulfilled
5619,31,2024-06-05 03:46:37.845488,,884.83,Cancelled
5620,82,2024-02-29 03:46:37.845488,2024-09-13 03:46:37.862757,282.63,Fulfilled
5621,58,2023-09-25 03:46:37.845488,2024-09-12 03:46:37.862757,668.88,Fulfilled
5622,32,2024-01-04 03:46:37.845488,2024-09-12 03:46:37.862757,23.03,Cancelled
5623,24,2024-08-15 03:46:37.845488,2024-09-13 03:46:37.862757,180.3,Cancelled
5624,32,2023-12-16 03:46:37.845488,,226.43,Pending
5625,56,2024-08-29 03:46:37.845488,2024-09-04 03:46:37.862757,521.93,Pending
5626,46,2023-12-19 03:46:37.845488,,401.24,Pending
5627,68,2023-10-23 03:46:37.845488,2024-09-18 03:46:37.862757,273.17,Fulfilled
5628,21,2024-09-17 03:46:37.845488,,767.97,Pending
5629,42,2023-10-22 03:46:37.845488,2024-09-04 03:46:37.862757,714.57,Cancelled
5630,85,2024-01-15 03:46:37.845488,,434.97,Pending
5631,19,2024-02-16 03:46:37.845488,2024-08-25 03:46:37.862757,991.25,Fulfilled
5632,19,2023-12-14 03:46:37.845488,2024-08-29 03:46:37.862757,965.46,Cancelled
5633,95,2024-09-18 03:46:37.845488,2024-08-31 03:46:37.862757,709.48,Cancelled
5634,65,2024-06-09 03:46:37.845488,2024-09-07 03:46:37.862757,908.86,Fulfilled
5635,52,2023-12-03 03:46:37.845488,2024-09-02 03:46:37.862757,881.53,Fulfilled
5636,41,2023-11-10 03:46:37.845488,2024-09-18 03:46:37.862757,666.32,Pending
5637,48,2024-03-10 03:46:37.845488,,634.2,Fulfilled
5638,71,2024-03-05 03:46:37.845488,2024-08-25 03:46:37.862757,166.14,Cancelled
5639,11,2024-04-28 03:46:37.845488,,289.27,Pending
5640,1,2024-04-03 03:46:37.845488,2024-08-30 03:46:37.862757,150.44,Pending
5641,84,2024-05-03 03:46:37.845488,2024-09-05 03:46:37.862757,903.29,Pending
5642,35,2023-12-27 03:46:37.845488,,665.13,Cancelled
5643,95,2024-01-30 03:46:37.845488,,535.97,Cancelled
5644,44,2023-11-09 03:46:37.845488,2024-09-09 03:46:37.862757,154.39,Fulfilled
5645,26,2024-01-04 03:46:37.845488,2024-09-16 03:46:37.862757,733.67,Cancelled
5646,11,2024-04-14 03:46:37.845488,2024-09-18 03:46:37.862757,128.87,Cancelled
5647,59,2024-08-23 03:46:37.845488,2024-08-29 03:46:37.862757,182.71,Fulfilled
5648,44,2024-09-14 03:46:37.845488,2024-09-19 03:46:37.862757,898.31,Cancelled
5649,63,2023-11-07 03:46:37.845488,,365.88,Pending
5650,43,2024-03-06 03:46:37.845488,2024-08-24 03:46:37.862757,471.19,Cancelled
5651,94,2024-04-21 03:46:37.845488,2024-09-13 03:46:37.862757,347.1,Cancelled
5652,18,2024-08-14 03:46:37.845488,2024-09-12 03:46:37.862757,332.51,Pending
5653,62,2023-09-30 03:46:37.845488,2024-08-25 03:46:37.862757,119.83,Cancelled
5654,57,2023-12-01 03:46:37.845488,2024-09-07 03:46:37.862757,562.58,Pending
5655,71,2024-06-30 03:46:37.845488,2024-08-29 03:46:37.862757,434.09,Pending
5656,56,2023-10-01 03:46:37.845488,2024-09-07 03:46:37.862757,709.77,Fulfilled
5657,34,2023-10-16 03:46:37.845488,2024-09-10 03:46:37.862757,714.78,Cancelled
5658,99,2023-12-24 03:46:37.845488,2024-09-04 03:46:37.862757,81.63,Cancelled
5659,66,2024-03-26 03:46:37.845488,2024-09-05 03:46:37.862757,685.56,Cancelled
5660,34,2023-09-24 03:46:37.845488,2024-09-03 03:46:37.862757,903.95,Pending
5661,55,2023-12-24 03:46:37.845488,2024-08-27 03:46:37.862757,366.67,Pending
5662,26,2024-07-25 03:46:37.845488,2024-09-11 03:46:37.862757,967.2,Pending
5663,77,2024-02-26 03:46:37.845488,2024-09-20 03:46:37.862757,749.93,Cancelled
5664,84,2024-04-21 03:46:37.845488,2024-09-13 03:46:37.862757,951.47,Fulfilled
5665,60,2024-05-19 03:46:37.845488,2024-09-14 03:46:37.862757,698.74,Fulfilled
5666,2,2023-12-30 03:46:37.845488,2024-08-26 03:46:37.862757,634.89,Cancelled
5667,83,2023-11-10 03:46:37.845488,2024-08-25 03:46:37.862757,842.96,Cancelled
5668,47,2023-11-07 03:46:37.845488,,375.29,Cancelled
5669,24,2024-09-01 03:46:37.845488,2024-08-31 03:46:37.862757,599.72,Fulfilled
5670,78,2024-07-20 03:46:37.845488,2024-09-20 03:46:37.862757,726.07,Pending
5671,99,2024-07-15 03:46:37.845488,2024-09-18 03:46:37.862757,760.28,Pending
5672,97,2024-07-09 03:46:37.845488,2024-08-29 03:46:37.862757,40.03,Cancelled
5673,24,2024-03-06 03:46:37.845488,2024-09-03 03:46:37.862757,162.95,Cancelled
5674,85,2024-07-08 03:46:37.845488,2024-08-23 03:46:37.862757,514.64,Fulfilled
5675,84,2024-02-04 03:46:37.845488,2024-08-24 03:46:37.862757,130.02,Fulfilled
5676,57,2023-09-26 03:46:37.845488,,449.12,Cancelled
5677,62,2024-04-01 03:46:37.845488,2024-09-20 03:46:37.862757,970.03,Cancelled
5678,55,2024-04-13 03:46:37.845488,2024-08-27 03:46:37.862757,520.49,Fulfilled
5679,34,2024-06-14 03:46:37.845488,2024-09-11 03:46:37.862757,855.76,Cancelled
5680,32,2023-09-25 03:46:37.845488,2024-09-18 03:46:37.862757,569.85,Cancelled
5681,8,2024-01-26 03:46:37.845488,2024-09-13 03:46:37.862757,824.11,Pending
5682,94,2023-12-26 03:46:37.845488,2024-08-31 03:46:37.862757,339.11,Fulfilled
5683,37,2024-09-13 03:46:37.845488,2024-08-25 03:46:37.862757,671.45,Pending
5684,15,2024-07-24 03:46:37.845488,,315.45,Cancelled
5685,14,2023-10-09 03:46:37.845488,,575.11,Cancelled
5686,31,2024-07-26 03:46:37.845488,,853.49,Cancelled
5687,79,2024-07-09 03:46:37.845488,2024-08-26 03:46:37.862757,496.63,Cancelled
5688,60,2023-10-30 03:46:37.845488,2024-09-14 03:46:37.862757,559.35,Fulfilled
5689,68,2024-08-24 03:46:37.845488,2024-08-28 03:46:37.862757,405.32,Cancelled
5690,7,2024-03-25 03:46:37.845488,2024-09-19 03:46:37.862757,272.53,Cancelled
5691,47,2024-01-25 03:46:37.845488,2024-09-11 03:46:37.862757,18.98,Fulfilled
5692,98,2024-08-21 03:46:37.845488,,710.72,Fulfilled
5693,23,2023-12-22 03:46:37.845488,2024-09-18 03:46:37.862757,54.76,Fulfilled
5694,28,2023-11-30 03:46:37.845488,2024-09-03 03:46:37.862757,389.99,Fulfilled
5695,20,2024-02-04 03:46:37.845488,2024-09-19 03:46:37.862757,68.27,Pending
5696,44,2024-09-20 03:46:37.845488,2024-08-23 03:46:37.862757,758.43,Cancelled
5697,65,2024-05-09 03:46:37.845488,2024-08-23 03:46:37.862757,977.91,Fulfilled
5698,75,2024-04-30 03:46:37.845488,,262.5,Cancelled
5699,3,2024-05-24 03:46:37.845488,,267.41,Cancelled
5700,96,2024-04-05 03:46:37.845488,2024-09-21 03:46:37.862757,412.12,Cancelled
5701,59,2024-09-10 03:46:37.845488,2024-09-13 03:46:37.862757,139.58,Cancelled
5702,45,2023-12-29 03:46:37.845488,2024-09-19 03:46:37.862757,867.52,Cancelled
5703,83,2024-08-28 03:46:37.845488,2024-09-03 03:46:37.862757,174.13,Fulfilled
5704,7,2023-12-25 03:46:37.845488,2024-08-23 03:46:37.862757,377.88,Cancelled
5705,7,2024-07-09 03:46:37.845488,2024-09-14 03:46:37.862757,403.05,Fulfilled
5706,95,2024-02-27 03:46:37.845488,2024-08-28 03:46:37.862757,941.53,Fulfilled
5707,51,2024-09-21 03:46:37.845488,2024-09-19 03:46:37.862757,792.1,Fulfilled
5708,13,2023-12-10 03:46:37.845488,2024-09-15 03:46:37.862757,381.71,Pending
5709,72,2023-11-17 03:46:37.845488,2024-09-05 03:46:37.862757,646.19,Fulfilled
5710,10,2024-03-29 03:46:37.845488,,188.2,Cancelled
5711,89,2023-10-23 03:46:37.845488,,825.31,Cancelled
5712,60,2024-03-23 03:46:37.845488,2024-09-05 03:46:37.862757,386.07,Cancelled
5713,3,2024-07-06 03:46:37.845488,2024-08-30 03:46:37.862757,96.5,Pending
5714,85,2023-11-11 03:46:37.845488,2024-08-27 03:46:37.862757,870.92,Fulfilled
5715,59,2024-03-06 03:46:37.845488,,361.78,Fulfilled
5716,24,2024-09-06 03:46:37.845488,2024-09-07 03:46:37.862757,666.2,Pending
5717,38,2024-08-15 03:46:37.845488,,941.88,Fulfilled
5718,76,2024-07-26 03:46:37.845488,,960.4,Cancelled
5719,77,2024-02-21 03:46:37.845488,2024-08-26 03:46:37.862757,546.44,Cancelled
5720,58,2024-02-04 03:46:37.845488,2024-08-27 03:46:37.862757,524.63,Fulfilled
5721,91,2024-04-29 03:46:37.845488,2024-09-08 03:46:37.862757,241.23,Fulfilled
5722,42,2024-04-20 03:46:37.845488,2024-09-08 03:46:37.862757,296.18,Cancelled
5723,14,2023-09-26 03:46:37.845488,,47.79,Pending
5724,73,2024-03-18 03:46:37.845488,2024-09-02 03:46:37.862757,750.8,Cancelled
5725,9,2024-07-07 03:46:37.845488,2024-09-19 03:46:37.862757,572.57,Fulfilled
5726,86,2024-07-21 03:46:37.845488,2024-09-13 03:46:37.862757,247.0,Cancelled
5727,4,2023-11-17 03:46:37.845488,2024-09-17 03:46:37.862757,492.46,Cancelled
5728,65,2023-12-14 03:46:37.845488,2024-08-24 03:46:37.862757,213.7,Fulfilled
5729,82,2024-02-24 03:46:37.845488,,921.3,Cancelled
5730,95,2023-12-22 03:46:37.845488,2024-09-05 03:46:37.862757,405.52,Cancelled
5731,72,2024-02-18 03:46:37.845488,2024-09-17 03:46:37.862757,213.25,Pending
5732,44,2024-02-23 03:46:37.845488,2024-09-08 03:46:37.862757,878.85,Cancelled
5733,24,2023-12-13 03:46:37.845488,2024-09-07 03:46:37.862757,87.41,Pending
5734,94,2024-08-26 03:46:37.845488,2024-08-31 03:46:37.862757,942.53,Pending
5735,14,2024-02-24 03:46:37.845488,,754.63,Fulfilled
5736,100,2024-07-31 03:46:37.845488,,959.65,Fulfilled
5737,83,2024-01-08 03:46:37.845488,2024-08-24 03:46:37.862757,627.62,Pending
5738,66,2023-12-07 03:46:37.845488,2024-09-18 03:46:37.862757,203.3,Pending
5739,18,2024-05-25 03:46:37.845488,2024-08-30 03:46:37.862757,480.7,Pending
5740,82,2023-12-01 03:46:37.845488,2024-09-13 03:46:37.862757,546.76,Fulfilled
5741,74,2024-06-30 03:46:37.845488,2024-09-19 03:46:37.862757,844.24,Fulfilled
5742,92,2024-02-09 03:46:37.845488,2024-09-20 03:46:37.862757,151.57,Cancelled
5743,30,2024-01-10 03:46:37.845488,2024-09-02 03:46:37.862757,102.37,Pending
5744,10,2024-04-23 03:46:37.845488,2024-08-23 03:46:37.862757,34.43,Pending
5745,53,2023-12-28 03:46:37.845488,2024-09-17 03:46:37.862757,544.09,Fulfilled
5746,100,2024-06-16 03:46:37.845488,2024-09-15 03:46:37.862757,177.02,Fulfilled
5747,12,2024-07-05 03:46:37.845488,2024-09-10 03:46:37.862757,613.26,Cancelled
5748,60,2024-05-11 03:46:37.845488,2024-09-15 03:46:37.862757,179.19,Pending
5749,38,2024-01-25 03:46:37.845488,2024-09-04 03:46:37.862757,342.86,Fulfilled
5750,25,2024-03-13 03:46:37.845488,2024-09-12 03:46:37.862757,126.76,Fulfilled
5751,49,2024-04-15 03:46:37.845488,2024-09-08 03:46:37.862757,296.38,Pending
5752,92,2023-10-12 03:46:37.845488,2024-09-08 03:46:37.862757,252.93,Fulfilled
5753,44,2023-10-26 03:46:37.845488,2024-09-13 03:46:37.862757,957.77,Pending
5754,75,2024-08-02 03:46:37.845488,,408.59,Cancelled
5755,24,2024-08-18 03:46:37.845488,2024-09-15 03:46:37.862757,674.58,Cancelled
5756,99,2024-05-06 03:46:37.845488,2024-09-15 03:46:37.862757,549.71,Pending
5757,95,2024-07-25 03:46:37.845488,2024-08-27 03:46:37.862757,936.97,Cancelled
5758,2,2023-10-19 03:46:37.845488,2024-09-14 03:46:37.862757,628.21,Pending
5759,85,2024-01-22 03:46:37.845488,,504.88,Pending
5760,14,2024-08-30 03:46:37.845488,2024-09-15 03:46:37.862757,927.96,Fulfilled
5761,42,2023-12-23 03:46:37.845488,2024-09-07 03:46:37.862757,762.1,Cancelled
5762,4,2023-10-13 03:46:37.845488,2024-09-01 03:46:37.862757,489.98,Cancelled
5763,18,2023-12-06 03:46:37.845488,2024-08-25 03:46:37.862757,598.55,Fulfilled
5764,36,2023-10-06 03:46:37.845488,2024-09-06 03:46:37.862757,414.79,Pending
5765,67,2024-05-11 03:46:37.845488,2024-09-07 03:46:37.862757,884.12,Cancelled
5766,89,2024-06-27 03:46:37.845488,2024-09-05 03:46:37.862757,565.17,Pending
5767,60,2024-01-16 03:46:37.845488,2024-08-23 03:46:37.862757,451.44,Cancelled
5768,34,2023-10-24 03:46:37.845488,2024-09-18 03:46:37.862757,75.46,Pending
5769,82,2024-07-03 03:46:37.845488,2024-09-06 03:46:37.862757,723.15,Cancelled
5770,34,2024-04-12 03:46:37.845488,2024-09-12 03:46:37.862757,223.24,Fulfilled
5771,86,2024-01-02 03:46:37.845488,2024-09-14 03:46:37.862757,669.09,Cancelled
5772,61,2024-05-17 03:46:37.845488,2024-08-29 03:46:37.862757,727.13,Cancelled
5773,46,2024-01-22 03:46:37.845488,2024-09-10 03:46:37.862757,519.28,Pending
5774,54,2024-02-10 03:46:37.845488,2024-09-13 03:46:37.862757,587.06,Cancelled
5775,43,2023-10-02 03:46:37.845488,2024-09-09 03:46:37.862757,850.61,Cancelled
5776,69,2024-07-18 03:46:37.845488,2024-09-11 03:46:37.862757,221.53,Fulfilled
5777,50,2024-04-25 03:46:37.845488,,677.62,Pending
5778,84,2024-08-22 03:46:37.845488,,497.59,Pending
5779,13,2024-02-21 03:46:37.845488,2024-09-03 03:46:37.862757,948.99,Cancelled
5780,72,2024-06-19 03:46:37.845488,2024-09-06 03:46:37.862757,291.97,Fulfilled
5781,28,2024-09-14 03:46:37.845488,2024-09-12 03:46:37.862757,695.22,Cancelled
5782,79,2024-09-18 03:46:37.845488,2024-08-31 03:46:37.862757,133.04,Fulfilled
5783,62,2024-03-22 03:46:37.845488,2024-09-16 03:46:37.862757,424.35,Pending
5784,12,2024-02-27 03:46:37.845488,2024-09-01 03:46:37.862757,878.76,Cancelled
5785,80,2023-10-17 03:46:37.845488,2024-09-03 03:46:37.862757,425.04,Cancelled
5786,23,2024-03-06 03:46:37.845488,2024-09-12 03:46:37.862757,246.05,Pending
5787,6,2023-10-16 03:46:37.845488,,721.96,Pending
5788,16,2023-11-23 03:46:37.845488,2024-09-17 03:46:37.862757,178.7,Fulfilled
5789,24,2024-08-10 03:46:37.845488,2024-09-14 03:46:37.862757,310.46,Fulfilled
5790,29,2024-08-14 03:46:37.845488,2024-09-02 03:46:37.862757,877.68,Pending
5791,16,2024-08-22 03:46:37.845488,2024-09-20 03:46:37.862757,868.66,Cancelled
5792,64,2023-12-10 03:46:37.845488,2024-09-17 03:46:37.862757,939.54,Pending
5793,24,2024-03-25 03:46:37.845488,2024-09-11 03:46:37.862757,49.61,Cancelled
5794,98,2024-05-22 03:46:37.845488,,718.55,Pending
5795,77,2024-01-04 03:46:37.845488,2024-09-02 03:46:37.862757,779.0,Cancelled
5796,10,2024-01-06 03:46:37.845488,2024-08-26 03:46:37.862757,967.94,Cancelled
5797,66,2024-03-12 03:46:37.845488,2024-09-10 03:46:37.862757,489.92,Cancelled
5798,9,2024-03-24 03:46:37.845488,2024-09-13 03:46:37.862757,436.69,Fulfilled
5799,50,2024-01-26 03:46:37.845488,2024-09-19 03:46:37.862757,107.6,Cancelled
5800,48,2024-01-12 03:46:37.845488,2024-09-06 03:46:37.862757,873.37,Pending
5801,95,2024-07-27 03:46:37.845488,,492.83,Cancelled
5802,40,2024-01-16 03:46:37.845488,2024-09-04 03:46:37.862757,76.14,Pending
